Name,Latitude,Longitude,County,Zipcode,Address
Old Pasadena Pharmacy,34.14353,-118.15265,Los Angeles,91105,2699 Atlantic Ave
RITE AID PHARMACY 05692,34.24486,-117.21027,San Bernardino,92317,2699 Atlantic Ave
Julian Medical Clinic,33.07804,-116.60271,San Diego,92036,2699 Atlantic Ave
SAV-ON PHARMACY #0711,33.13165,-117.21063,San Diego,92078,2699 Atlantic Ave
RITE AID PHARMACY 05553,34.26679,-118.52367,Los Angeles,91344,2699 Atlantic Ave
Beemans Lake Arrowhead Pharmacy,34.26615,-117.16872,San Bernardino,92352,2699 Atlantic Ave
KAISER PERMANENTE PHARMACY 559,34.06538,-117.98588,Los Angeles,91706,2699 Atlantic Ave
KAISER PERMANENTE PHARMACY NO 179,34.10008,-117.56822,San Bernardino,91730,2699 Atlantic Ave
Citrus Hills High School,33.85631,-117.32928,Riverside,92570,18150 Wood Rd
BEL AIR PHARMACY #528,38.6419,-121.5336,Sacramento,95834,18150 Wood Rd
FLOWER RX,34.16835,-118.29853,Los Angeles,91201,18150 Wood Rd
Mt. Zion Missionary Baptist Church,37.8118,-122.29758,Alameda,94607,18150 Wood Rd
LYONS PHARMACY & COMPOUNDING LAB,34.37913,-118.53832,Los Angeles,91321,18150 Wood Rd
RITE AID PHARMACY 06481,33.58956,-117.25124,Riverside,92595,18150 Wood Rd
RITE AID PHARMACY 05757,33.88945,-117.79146,Orange,92886,18150 Wood Rd
RITE AID PHARMACY 05703,34.13791,-117.37195,San Bernardino,92377,18150 Wood Rd
WALMART PHARMACY 10-2479,32.74152,-117.05322,San Diego,92115,18150 Wood Rd
Jerold Phelps Community Hospital – Garberville,40.1016,-123.7926,Humboldt,95542,18150 Wood Rd
SAFEWAY PHARMACY #1661,37.67289,-120.99405,Stanislaus,95350,18150 Wood Rd
Dume Plaza Pharmacy,34.02086,-118.8101,Los Angeles,90265,18150 Wood Rd
Coachella Valley Pharmacy #5660534,33.7585,-116.30479,Riverside,92211,18150 Wood Rd
WALGREENS #3877,39.76987,-121.61183,Butte,95969,18150 Wood Rd
SAIL DRUG,33.74885,-116.97028,Riverside,92543,18150 Wood Rd
Modoc County Public Health,41.48806,-120.54304,Modoc,96101,18150 Wood Rd
KAISER PERMANENTE PHARMACY #155,34.07385,-117.42913,San Bernardino,92335,18150 Wood Rd
Ingrams Pharmacy,35.38368,-119.02168,Kern,93301,18150 Wood Rd
San Joaquin General Hospital – French Camp,37.88625,-121.28318,San Joaquin,95231,18150 Wood Rd
Willow Creek Community Health Center,40.94119,-123.63361,Humboldt,95573,18150 Wood Rd
Ritter Center,37.97154,-122.52529,Marin,94901,18150 Wood Rd
RALEYS PHARMACY #416,38.61687,-121.38194,Sacramento,95821,18150 Wood Rd
KAISER HEALTH PLAN BLDG PHY 632,37.23953,-121.80245,Santa Clara,95119,18150 Wood Rd
Native American Health Center (Oakland) - mobile clinic,37.77851,-122.22683,Alameda,94601,18150 Wood Rd
Beverly Pharmacy,34.06693,-118.27045,Los Angeles,90057,18150 Wood Rd
CVS Pharmacy® & Drug Store at 41 N Main St Angels Camp CA 95222,38.0825,-120.5609,Calaveras,95222,18150 Wood Rd
Sierra College Tahoe-Truckee Campus,39.32148,-120.20304,Nevada,96161,18150 Wood Rd
KAISER PERMANENTE PHARMACY #841,36.5719,-119.6302,Fresno,93662,18150 Wood Rd
Bartz Altadonna CHC - E Palmdale Blvd,34.58,-118.08299,Los Angeles,93550,18150 Wood Rd
KAISER HEALTH PLAN FAMILY PHY 635,37.24061,-121.80225,Santa Clara,95119,18150 Wood Rd
ASH TREE DIALYSIS,36.77438,-119.72935,Fresno,93727,18150 Wood Rd
Walgreens #12529,34.04755,-118.20883,Los Angeles,90033,18150 Wood Rd
Komoto Medical Pharmacy - Bakersfield,35.3737,-119.02623,Kern,93301,18150 Wood Rd
Santa Clarita Valley Senior Center,34.43009,-118.50005,Los Angeles,91350,27180 Golden Valley Road
Santa Clarita Medical Offices (Kaiser),34.41578,-118.57703,Los Angeles,NA,27107 Tourney Road
California Pharmacy (19766 E Colima Rd),33.98629,-117.87061,Los Angeles,91748,27107 Tourney Road
North East Medical Services - 1450 Noriega St,37.75432,-122.47946,San Francisco,94122,27107 Tourney Road
Corona Regional Medical Center – Corona,33.87316,-117.5688,Riverside,92882,27107 Tourney Road
Ridgecrest Pharmacy,37.89499,-122.05277,Contra Costa,94596,27107 Tourney Road
Walgreens #10336,33.78718,-117.83729,Orange,92866,27107 Tourney Road
Creekside Pharmacy (95 Montgomery Dr),38.44235,-122.70463,Sonoma,95404,27107 Tourney Road
EastGate Pharmacy,33.79235,-118.029,Orange,90630,27107 Tourney Road
Castle Pharmacy,37.36382,-120.57643,Merced,95301,27107 Tourney Road
GARDEN GROVE COMMUNITY PHARMACY,33.7751,-117.91166,Orange,92843,27107 Tourney Road
Norwalk Arts & Sports Complex,33.9106,-118.07255,Los Angeles,90650,13000 Clarkdale Ave
SAFEWAY PHARMACY #0273,40.45286,-122.28836,Shasta,96007,13000 Clarkdale Ave
Pure Care Pharmacy,32.92906,-117.19736,San Diego,92130,13000 Clarkdale Ave
SAFEWAY PHARMACY #2828,38.06243,-122.53191,Marin,94949,13000 Clarkdale Ave
Lucky Pharmacy (2355 California Blvd),38.30592,-122.30306,Napa,94559,13000 Clarkdale Ave
WALGREENS #6915,38.80572,-121.27241,Placer,95765,13000 Clarkdale Ave
APEX PHARMACY,32.74312,-117.02847,San Diego,91945,13000 Clarkdale Ave
Monterey Park Hospital – Monterey Park,34.04976,-118.13823,Los Angeles,91754,900 S. Atlantic Blvd. 
Pharmco Drugs,33.92256,-117.55927,Riverside,92860,900 S. Atlantic Blvd. 
RIVERSIDE PHARMACY & COMPOUNDING SHOP,34.15779,-118.38733,Los Angeles,91602,900 S. Atlantic Blvd. 
SMITHS ST HELENA PHARMACY,38.50612,-122.46909,Napa,94574,900 S. Atlantic Blvd. 
Moscone Center - San Francisco City Vaccination Site,37.78432,-122.40288,San Francisco,94103,747 Howard Street
KAISER PERMANENTE PHARMACY #014,34.09828,-118.29723,Los Angeles,90027,747 Howard Street
PAVILIONS PHARMACY #2210,33.58586,-117.66027,Orange,92692,747 Howard Street
Kidney Institutes of the Desert,33.70703,-116.2388,Riverside,92201,747 Howard Street
Universal Urgent Care - Ming Urgent Care,35.34032,-119.03385,Kern,93304,747 Howard Street
ROBINSONS PHARMACY,38.7287,-120.80186,El Dorado,95667,747 Howard Street
Rosemead Community Recreation Center and Park,34.07949,-118.07685,Los Angeles,91770,3936 Muscatel Avenue
American Medical response,32.82155,-117.13771,San Diego,92123,3936 Muscatel Avenue
CVS Pharmacy Inc. #09552,33.56377,-117.64547,Orange,92694,3936 Muscatel Avenue
COSTCO PHARMACY #429,33.46976,-117.67819,Orange,92675,3936 Muscatel Avenue
Lucky Pharmacy (3190 Contra Loma Rd),37.99087,-121.82382,Contra Costa,94509,3936 Muscatel Avenue
WALGREENS #3475,37.77943,-122.50357,San Francisco,94121,3936 Muscatel Avenue
My Pharmacist On Call,34.02727,-118.20017,Los Angeles,90023,3936 Muscatel Avenue
CVS Pharmacy® at 2005 Town Center Plz West Sacramento CA 95691,38.5493,-121.5366,Yolo,95691,3936 Muscatel Avenue
Elica Health Centers - Franklin,38.52618,-121.47209,Sacramento,95820,3936 Muscatel Avenue
CVS Pharmacy at 8850 Valley View Street,33.83453,-118.02685,Orange,90620,3936 Muscatel Avenue
SAVE MART PHARMACY - WEST EAST AVE #602,39.75661,-121.86405,Butte,95926,3936 Muscatel Avenue
Diplomat Specialty Pharmacy,34.19412,-118.46446,Los Angeles,91405,3936 Muscatel Avenue
STAT MED Livermore CA,37.69582,-121.74223,Alameda,94551,3936 Muscatel Avenue
Cornerstone Pharmacy,33.76299,-116.30103,Riverside,92211,3936 Muscatel Avenue
RITE AID PHARMACY 06099,40.57058,-122.35368,Shasta,96002,3936 Muscatel Avenue
PARADISE HILLS PHARMACY,32.6755,-117.06513,San Diego,92139,3936 Muscatel Avenue
FARMACIA ESTRELLA,34.15536,-119.18038,Ventura,93033,3936 Muscatel Avenue
APPLE RX PHARMACY,33.8728,-118.14255,Los Angeles,90706,3936 Muscatel Avenue
Lancaster Pharmacy (1841 W Avenue I Ste 107),34.70363,-118.16545,Los Angeles,93534,3936 Muscatel Avenue
Breakthrough Church (mobile clinic),33.91255,-117.26855,Riverside,92553,3936 Muscatel Avenue
The Medicine Shoppe (2795 West Lincoln Ave Ste K),33.83256,-117.98412,Orange,92801,3936 Muscatel Avenue
El Centro Health Clinic,32.76733,-115.56161,Imperial,92243,3936 Muscatel Avenue
RAMSAY REXALL DRUGS,33.65271,-117.90675,Orange,92627,3936 Muscatel Avenue
SAVON PHARMACY #3592,33.96281,-117.69491,San Bernardino,91709,3936 Muscatel Avenue
RITE AID PHARMACY 06353,41.48774,-120.54264,Modoc,96101,3936 Muscatel Avenue
RITE AID PHARMACY 06008,37.6689,-120.99414,Stanislaus,95350,3936 Muscatel Avenue
Community Hospital of San Bernardino – San Bernardino,34.13108,-117.3218,San Bernardino,92411,3936 Muscatel Avenue
OneMedical - Pacific Heights,37.78897,-122.43439,San Francisco,94115,3936 Muscatel Avenue
PUENTE HILLS PHARMACY,33.98902,-117.9321,Los Angeles,91745,3936 Muscatel Avenue
CVS Pharmacy at 921 Pacific Coast Hwy.,33.74447,-118.10229,Orange,90740,3936 Muscatel Avenue
Newport Care Center Pharmacy,33.62677,-117.9332,Orange,92663,3936 Muscatel Avenue
Chase Avenue Family Health Centers of San Diego,32.78127,-116.97665,San Diego,92020,3936 Muscatel Avenue
Orange Grove Pharmacy,34.07614,-117.74863,Los Angeles,91767,3936 Muscatel Avenue
WALMART PHARMACY 10-1963,37.50903,-120.8735,Stanislaus,95380,3936 Muscatel Avenue
WALMART PHARMACY 10-3023,37.31349,-121.77268,Santa Clara,95135,3936 Muscatel Avenue
Costa Mesa Health Center--Planned Parenthood ,33.6826,-117.92037,Orange,92626,3936 Muscatel Avenue
WalMart Pharmacy 10-5606,38.66141,-121.7637,Yolo,95776,3936 Muscatel Avenue
WALGREENS #2506,37.93524,-122.35827,Contra Costa,94801,3936 Muscatel Avenue
I CARE PHARMACY,33.87237,-118.12458,Los Angeles,90706,3936 Muscatel Avenue
PROFESSIONAL VILLAGE PHARMACY INC,38.59594,-121.38706,Sacramento,95825,3936 Muscatel Avenue
Fullerton Medical Pharmacy,33.85759,-117.9599,Orange,92833,3936 Muscatel Avenue
La Palma Towers Pharmacy,33.84666,-118.03893,Orange,90623,3936 Muscatel Avenue
Antioch Urgent Care - Sutter Health,37.97672,-121.79955,Contra Costa,94509,3936 Muscatel Avenue
CVS Pharmacy at 2300 Park Ave,33.704,-117.81587,Orange,92782,3936 Muscatel Avenue
REGAL SPECIALTY PHARMACY,33.85459,-117.53858,Riverside,92881,3936 Muscatel Avenue
Delta Drugs (437 Fernando Ct),34.12862,-118.26141,Los Angeles,91204,3936 Muscatel Avenue
Dignity Health Pine Street Clinic,41.31316,-122.31528,Siskiyou,96067,3936 Muscatel Avenue
ENCINO MEDICAL PHARMACY,34.16159,-118.51341,Los Angeles,91316,3936 Muscatel Avenue
Perlman Clinic Vista,33.20062,-117.24232,San Diego,92084,3936 Muscatel Avenue
COSTCO PHARMACY #410,33.91996,-118.10252,Los Angeles,90650,3936 Muscatel Avenue
WALGREENS #2521,37.79235,-122.40239,San Francisco,94104,3936 Muscatel Avenue
SAFEWAY PHARMACY #4178,40.88298,-121.66051,Shasta,96013,3936 Muscatel Avenue
THE PRESCRIPTION SHOPPE,34.89479,-117.02697,San Bernardino,92311,3936 Muscatel Avenue
Mammoth Hospital,37.64349,-118.96292,Mono,93546,3936 Muscatel Avenue
Peninsula HealthCare Connections,37.43922,-122.16095,Santa Clara,94301,3936 Muscatel Avenue
SANTA ELENA PHARMACY,33.94501,-118.21571,Los Angeles,90262,3936 Muscatel Avenue
CVS Pharmacy® at 5555 Philadelphia St Chino CA 91710,34.0328,-117.6815,San Bernardino,91710,3936 Muscatel Avenue
RITE AID PHARMACY 05432,34.01919,-118.15228,Los Angeles,90022,3936 Muscatel Avenue
Howard Drugs,33.84674,-118.08338,Los Angeles,90715,3936 Muscatel Avenue
Lombardi Rosa Pharmacy,38.42784,-122.74907,Sonoma,95407,3936 Muscatel Avenue
TANA PHARMACY,33.74484,-117.94596,Orange,92683,3936 Muscatel Avenue
PV Drug Store,33.77479,-118.4177,Los Angeles,90274,3936 Muscatel Avenue
RITE AID PHARMACY 05833,35.13597,-120.62479,San Luis Obispo,93449,3936 Muscatel Avenue
NEW PHNOM PICH PHARMACY INC,33.78231,-118.16638,Los Angeles,90804,3936 Muscatel Avenue
HILLCREST PHARMACY,32.74848,-117.16345,San Diego,92103,3936 Muscatel Avenue
Fireside Pharmacy (73847 Hwy),33.72088,-116.37651,Riverside,92260,3936 Muscatel Avenue
Martin Luther King Jr. Outpatient Center,33.78567,-118.2747,Los Angeles,90059,3936 Muscatel Avenue
WALGREENS #6255,32.62739,-117.08906,San Diego,91910,3936 Muscatel Avenue
NGUYEN HIENS PHARMACY,32.75539,-117.1037,San Diego,92105,3936 Muscatel Avenue
Walmart Pharmacy 10-2487,33.87733,-117.59614,Riverside,92882,3936 Muscatel Avenue
WALMART PHARMACY 10-5687,33.66158,-117.74384,Orange,92618,3936 Muscatel Avenue
South Oxnard Public Health (OUTDOOR),34.17662,-119.17998,Ventura,NA,2500 S. C Street 
VONS PHARMACY #4018,32.90409,-117.10035,San Diego,92131,2500 S. C Street 
CVS at 46445 Mission Blvd Fremont CA 94539,37.4919,-121.92749,Alameda,94539,2500 S. C Street 
CVS Pharmacy® & Drug Store at 135 Pierce St. Daly City CA 94015,37.6857,-122.4726,San Mateo,94015,2500 S. C Street 
RITE AID PHARMACY 06486,33.80255,-116.97288,Riverside,92583,2500 S. C Street 
RITE AID PHARMACY 05505,33.9191,-118.07342,Los Angeles,90650,2500 S. C Street 
Family Choice Medical Group,33.76179,-117.99615,Orange,92683,2500 S. C Street 
Sierra Vista Pharmacy,36.29808,-119.20134,Tulare,93223,2500 S. C Street 
Fairchild Medical Clinic,41.7195,-122.6458,Siskiyou,96097,2500 S. C Street 
CVS Pharmacy at 5180 E Kings Canyon Rd,36.73507,-119.71917,Fresno,93727,2500 S. C Street 
CVS Pharmacy at 150 East Yorba Linda Boulevard,33.88801,-117.86467,Orange,92870,2500 S. C Street 
Maxine Pharmacy,33.75925,-117.95337,Orange,92843,2500 S. C Street 
Richland Neighborhood Center (mobile clinic),39.12051,-121.61163,Sutter,95991,2500 S. C Street 
DeliverCareRx Pharmacy LLC,37.70712,-121.81224,Alameda,94551,2500 S. C Street 
Solano County Public Health,38.10329,-122.23896,Solano,94590,2500 S. C Street 
Inland Behavioral and Health Services Inc.,34.11154,-117.29133,San Bernardino,92401,2500 S. C Street 
Ralphs Pharmacy (6290 E Pacific Coast Hwy),33.76007,-118.11462,Los Angeles,90803,2500 S. C Street 
Contra Costa Regional Medical Center,38.00674,-122.13277,Contra Costa,94553,2500 Alhambra Ave
St Mary Pharmacy (8254 White Oak Ave Unit 4),34.22073,-118.51841,Los Angeles,91325,2500 Alhambra Ave
RITE AID PHARMACY 06031,38.40344,-122.82587,Sonoma,95472,2500 Alhambra Ave
Walmart Pharmacy 10-5032,33.84652,-117.98545,Orange,90620,2500 Alhambra Ave
Sonoma West Medical Center – Sebastopol,38.39692,-122.82018,Sonoma,95472,2500 Alhambra Ave
Medcare Pharmacy and Medical Supply Inc.,34.13183,-118.04963,Los Angeles,91007,2500 Alhambra Ave
CVS Pharmacy® at 475 Rohnert Park Expy W Rohnert Park CA 94928,38.3462,-122.7203,Sonoma,94928,2500 Alhambra Ave
Neighborhood Healthcare Interfaith,33.12497,-117.09187,San Diego,92027,2500 Alhambra Ave
Ralphs Pharmacy (2250 E Carson St),33.83069,-118.16509,Los Angeles,90807,2500 Alhambra Ave
Adventist Health Clearlake,38.9357,-122.62035,Lake,95422,2500 Alhambra Ave
Viet Town Pharmacy,37.33153,-121.85654,Santa Clara,95122,2500 Alhambra Ave
WALGREENS #11081,33.3698,-117.25163,San Diego,92028,2500 Alhambra Ave
ALLEN PHARMACY,32.71719,-117.15913,San Diego,92101,2500 Alhambra Ave
Wilmington Urgent Care and Family Clinic,33.77896,-118.26205,Los Angeles,90744,2500 Alhambra Ave
Rose Pharmacy (12540 Mccann Dr),33.94649,-118.06476,Los Angeles,90670,2500 Alhambra Ave
FOLSOM MEDICAL PHARMACY,38.66918,-121.15082,Sacramento,95630,2500 Alhambra Ave
SAFEWAY PHARMACY #1883,38.16473,-122.25492,Napa,94503,2500 Alhambra Ave
UC San Diego Medical Center Hillcrest – San Diego ,32.7551,-117.16587,San Diego,92103,2500 Alhambra Ave
SAVON PHARMACY #3559,33.72277,-116.36384,Riverside,92260,2500 Alhambra Ave
WALMART PHARMACY 10-3493,37.997,-122.10942,Contra Costa,94553,2500 Alhambra Ave
CVS Pharmacy® & Drug Store at 3401 Katella Ave Los Alamitos CA 90720,33.8035,-118.0723,Orange,90720,2500 Alhambra Ave
CVS Pharmacy at 4615 Frazee Road,33.2381,-117.29841,San Diego,92057,2500 Alhambra Ave
Moreno Valley Mall,33.9373,-117.26964,Riverside,92553,22550 Town Circle
WALGREENS #9781,33.69978,-116.21703,Riverside,92201,22550 Town Circle
Grace Pacific Medical Associates,37.7539,-122.47918,San Francisco,94122,22550 Town Circle
PARKSIDE PHARMACY,34.03148,-118.47583,Los Angeles,90404,22550 Town Circle
Interactive Wellness,37.4525,-122.17631,San Mateo,94025,22550 Town Circle
Ken Pharmacy,34.10744,-117.64329,San Bernardino,91786,22550 Town Circle
Lathrop Pharmacy,37.81199,-121.29146,San Joaquin,95330,22550 Town Circle
CHINOCARE PHARMACY,34.01572,-117.68888,San Bernardino,91710,22550 Town Circle
Sepulveda VA Medical Care Center,34.24454,-118.48166,Los Angeles,91343,16111 Plummer Street
REMEDY DRUGS,34.17103,-118.29029,Los Angeles,91201,16111 Plummer Street
CVS Pharmacy at 8530 Reseda Blvd.,34.22564,-118.53598,Los Angeles,91324,16111 Plummer Street
Palmieri Pharmacy,33.85923,-117.55247,Riverside,92879,16111 Plummer Street
San Ramon Regional Medical Center,37.77476,-121.95722,Contra Costa,94583,16111 Plummer Street
WALMART PHARMACY 10-5435,37.33056,-121.86004,Santa Clara,95122,16111 Plummer Street
HealthBridge Childrens Rehabilitation Hospital – Orange,33.78269,-117.83389,Orange,92866,16111 Plummer Street
Veterans Affairs (VA) Medical Center San Diego – La Jolla,32.87461,-117.23183,San Diego,92161,16111 Plummer Street
NEW OAKLAND PHARMACY,37.7995,-122.27049,Alameda,94607,16111 Plummer Street
Saugus Drugs,34.4441,-118.51123,Los Angeles,91350,16111 Plummer Street
All Care Pharmacy,32.83589,-116.98435,San Diego,92071,16111 Plummer Street
ELITE CLINICAL CARE PHARMACY,34.23588,-118.46796,Los Angeles,91343,16111 Plummer Street
University Urgent Care,34.16898,-117.33391,San Bernardino,92407,16111 Plummer Street
WALGREENS #7376,38.00958,-121.89152,Contra Costa,94565,16111 Plummer Street
CVS Pharmacy® at 555 Showers Dr Mountain View CA 94040,37.4011,-122.106,Santa Clara,94040,16111 Plummer Street
(Marin General Hospital) MarinHealth Medical Center,37.94736,-122.53603,Marin,94904,16111 Plummer Street
OCEAN PARK PHARMACY,34.01807,-118.45703,Los Angeles,90405,16111 Plummer Street
KIM AN PHARMACY,33.73699,-117.95422,Orange,92683,16111 Plummer Street
Winterhaven Health Clinic - Clinicas de Salud del Pueblo,32.73632,-114.62739,Imperial,92283,16111 Plummer Street
RITE AID PHARMACY 05855,37.0567,-120.8356,Merced,93635,16111 Plummer Street
Walgreens #9842,33.92321,-118.15142,Los Angeles,90242,16111 Plummer Street
RITE AID PHARMACY 05821,35.31187,-120.83045,San Luis Obispo,93402,16111 Plummer Street
COSTCO PHARMACY #686,34.08304,-117.69066,San Bernardino,91763,16111 Plummer Street
Adventist Medical Center – Reedley (Formerly Sierra Kings Hospital),36.60853,-119.45219,Fresno,93654,16111 Plummer Street
Younes Medical Center,33.77978,-116.35723,Riverside,92211,16111 Plummer Street
QUARTZ HILL PHARMACY,34.65272,-118.21883,Los Angeles,93536,16111 Plummer Street
Christ Cathedral (mobile clinic),33.78798,-117.90155,Orange,92840,13280 Chapman Ave
WALGREENS #11473,34.14033,-118.00945,Los Angeles,91016,13280 Chapman Ave
VONS PHARMACY #2250,34.27181,-118.49871,Los Angeles,91344,13280 Chapman Ave
Ridgecrest Regional Hospital,35.64086,-117.67119,Kern,NA,13280 Chapman Ave
CVS Pharmacy at 35720 Fremont Blvd,37.5553,-122.00123,Alameda,94536,13280 Chapman Ave
American Legion Karl Ross Post No 16,37.96216,-121.33329,San Joaquin,95204,13280 Chapman Ave
WALMART PHARMACY 10-2557,35.38577,-119.0955,Kern,93312,13280 Chapman Ave
Glendale Adventist Medical Center – Glendale,34.15145,-118.23147,Los Angeles,91206,13280 Chapman Ave
R & M Drug (3833 W Caldwell Ave Ste B),36.29789,-119.3339,Tulare,93277,13280 Chapman Ave
Plumas District Hospital,39.93966,-120.96178,Plumas,95971,13280 Chapman Ave
San Gorgonio Middle School,33.95311,-116.96497,Riverside,92223,13280 Chapman Ave
Radys Childrens Hospital,32.80365,-117.15055,San Diego,92123,13280 Chapman Ave
CONVERSIO HEALTH,35.24183,-120.64344,San Luis Obispo,93401,13280 Chapman Ave
Capitol Drugs - West Hollywood,34.08856,-118.37864,Los Angeles,90069,13280 Chapman Ave
Advanced Healthcare Pharmacy,33.77194,-117.95518,Orange,92843,13280 Chapman Ave
South Coast Mission Pharmacy,33.50033,-117.74268,Orange,92651,13280 Chapman Ave
SAVON PHARMACY #4145,33.76088,-118.00906,Orange,92683,13280 Chapman Ave
Complete Care Pharmacy (1050 Iron Point Rd),38.64327,-121.17872,Sacramento,95630,13280 Chapman Ave
Highland Hospital – Oakland (Alameda Health System),37.79853,-122.2317,Alameda,94602,13280 Chapman Ave
WALGREENS #3297,38.46612,-122.75194,Sonoma,95403,13280 Chapman Ave
Aria Community Health Center - 140 C St,36.30136,-119.78239,Kings,93245,13280 Chapman Ave
WALGREENS #7211,33.98215,-118.05352,Los Angeles,90601,13280 Chapman Ave
HealthRight360 - 1563  Mission Street,37.77306,-122.41812,San Francisco,94103,13280 Chapman Ave
St. John’s Well Child and Family Center Compton W.M. Keck Foundation Community Health Center unity Health Center,33.912,-118.23946,Los Angeles,90222,2115 N Wilmington Ave
WALMART PHARMACY 10-1789,38.1132,-121.30993,San Joaquin,95242,2115 N Wilmington Ave
CVS Pharmacy® & Drug Store at 40044 St Hwy 49 Oakhurst CA 93644,37.3319,-119.6589,Madera,93644,2115 N Wilmington Ave
WALGREENS #6417,38.67013,-121.16496,Sacramento,95630,2115 N Wilmington Ave
Goleta Neighborhood Clinic,34.44144,-119.81872,Santa Barbara,93111,2115 N Wilmington Ave
Redlands Community Hospital – Redlands,34.03701,-117.20619,San Bernardino,92373,2115 N Wilmington Ave
A 1 Care Pharmacy,34.11826,-117.48987,San Bernardino,92336,2115 N Wilmington Ave
UCLA Medical Center Santa Monica – Santa Monica,34.02728,-118.48612,Los Angeles,90404,2115 N Wilmington Ave
En Soleil Pharmacy Inc.,35.49028,-120.6711,San Luis Obispo,93422,2115 N Wilmington Ave
BENS VAL MESA PHARMACY,33.89286,-117.92801,Orange,92835,2115 N Wilmington Ave
DELIGHT PHARMACY,34.16726,-118.59549,Los Angeles,91364,2115 N Wilmington Ave
Center Professional Pharmacy,35.64057,-117.67002,Kern,93555,2115 N Wilmington Ave
Ampla Health: Yuba City Medical & Xpress Care,39.14516,-121.61343,Sutter,95991,2115 N Wilmington Ave
CENTRAL BAKERSFIELD COMMUNITY HEALTH CENTER,35.35333,-119.00545,Kern,93304,2115 N Wilmington Ave
Curex Pharmacy,35.38659,-119.04,Kern,93308,2115 N Wilmington Ave
CVS Pharmacy® at 5600 Whittier Blvd Commerce CA 90022,34.0177,-118.1506,Los Angeles,90022,2115 N Wilmington Ave
Riverside Medical Clinic - Jurupa,33.97494,-117.46196,Riverside,92509,2115 N Wilmington Ave
CHINESE HOSPITAL PHARMACY,37.79547,-122.40898,San Francisco,94133,2115 N Wilmington Ave
CVS Pharmacy Inc. #08830,33.68012,-117.90503,Orange,92626,2115 N Wilmington Ave
Community A Walgreens Pharmacy #3815,33.78753,-117.86683,Orange,92868,2115 N Wilmington Ave
Planned Parenthood Pasadena Health Center,34.16404,-118.1328,Los Angeles,91104,2115 N Wilmington Ave
RITE AID PHARMACY 05795,36.2983,-119.15434,Tulare,93221,2115 N Wilmington Ave
RITE AID PHARMACY 05494,33.96071,-118.03504,Los Angeles,90602,2115 N Wilmington Ave
Shasta Community Health Center,40.58307,-122.38499,Shasta,96001,2115 N Wilmington Ave
La Quinta Pharmacy,33.7302,-116.30443,Riverside,92211,2115 N Wilmington Ave
SMITH PHARMACY INC,34.09104,-118.30935,Los Angeles,90029,2115 N Wilmington Ave
WALGREENS #1241,37.74265,-122.47911,San Francisco,94116,2115 N Wilmington Ave
Lucky Pharmacy (1000 El Cerrito Plaza),37.90053,-122.29827,Contra Costa,94530,2115 N Wilmington Ave
Tiburcio Vasquez Health Center Inc,37.69798,-122.11736,Alameda,94578,2115 N Wilmington Ave
UCSD MEDICAL OFFICES SOUTH PHARMACY,32.75326,-117.16523,San Diego,92103,2115 N Wilmington Ave
Healdsburg District Hospital – Healdsburg,38.62717,-122.86442,Sonoma,95448,2115 N Wilmington Ave
WALGREENS #6585,37.2853,-121.97734,Santa Clara,95008,2115 N Wilmington Ave
Placentia-Linda Community Hospital – Placentia,33.88713,-117.8427,Orange,92870,2115 N Wilmington Ave
SAVON PHARMACY #0336,35.3543,-119.01957,Kern,93312,2115 N Wilmington Ave
RITE AID PHARMACY 06300,34.15119,-118.0265,Los Angeles,91006,2115 N Wilmington Ave
WALGREENS #6287,34.91718,-120.43666,Santa Barbara,93454,2115 N Wilmington Ave
Mountain View Community Center,37.40103,-122.09775,Santa Clara,94040,201 South Rengstorff Ave.
COSTCO PHARMACY #432,33.88681,-117.52468,Riverside,92879,201 South Rengstorff Ave.
CVS Pharmacy Inc. #11344,40.58314,-122.38503,Shasta,96001,201 South Rengstorff Ave.
Hung Jen Pharmacy,34.07757,-118.13764,Los Angeles,91803,201 South Rengstorff Ave.
iCare Pharmacy,37.36906,-121.88001,Santa Clara,95133,201 South Rengstorff Ave.
Omni Family Health -Visalia,36.32625,-119.29558,Tulare,93277,201 South Rengstorff Ave.
Sutter Pharmacy,39.13259,-121.61462,Sutter,95991,201 South Rengstorff Ave.
COSTCO PHARMACY #643,35.29729,-119.05831,Kern,93313,201 South Rengstorff Ave.
NEWPORT COAST PHARMACY,33.61376,-117.87197,Orange,92660,201 South Rengstorff Ave.
Tennyson Pharmacy,37.63293,-122.06773,Alameda,94544,201 South Rengstorff Ave.
WALMART PHARMACY 10-5305,32.60845,-117.08089,San Diego,91911,201 South Rengstorff Ave.
Tiburcio Vasquez Health Center,37.63253,-122.06354,Alameda,94544,201 South Rengstorff Ave.
POINT LOMA CABRILLO DRUG,32.72176,-117.24544,San Diego,92106,201 South Rengstorff Ave.
Walgreens #16540,34.10229,-118.33907,Los Angeles,90028,201 South Rengstorff Ave.
WALGREENS #9525,39.15112,-123.20391,Mendocino,95482,201 South Rengstorff Ave.
SAMS PHARMACY 10-4799,38.68065,-121.29594,Sacramento,95621,201 South Rengstorff Ave.
ABC Pharmacy (826 E Foothill Blvd),34.10695,-117.35561,San Bernardino,92376,201 South Rengstorff Ave.
WALMART PHARMACY 10-2082,33.87249,-118.06181,Los Angeles,90703,201 South Rengstorff Ave.
